Methods Information:
21.02.2024 19:05:16
<untitled>  
List:  Volume(ml)       Buffer    ml/min
01     0.00 to   10.00 BUFFER A     1.00
02    10.00 to   20.00   0-57%B     1.00
03    20.00 to   40.00 57-100%B     0.10
--------------------------------------------------
--------------------------------------------------
21.02.2024 19:39:24
<untitled>  
List:  Volume(ml)       Buffer    ml/min
 ->    0.00 Collect All:  1.00 ml 
01     0.00 to   12.00 BUFFER A     1.00
--------------------------------------------------
--------------------------------------------------
21.02.2024 19:50:45
<untitled>  
List:  Volume(ml)       Buffer    ml/min
 ->    0.00 Collect All:  1.00 ml 
01     0.00 to   12.00 BUFFER A     1.00
--------------------------------------------------
--------------------------------------------------
Time [min.]:	UV [A.U.]:		Events:		
104.767	0.0040				
104.783	0.0042				
104.800	0.0044				
104.817	0.0044				
104.833	0.0039				
104.850	0.0034				
104.867	0.0033				
104.883	0.0035				
104.900	0.0039				
104.917	0.0042				
104.933	0.0042				
104.950	0.0042				
104.967	0.0041				
104.983	0.0038				
105.000	0.0033				
105.017	0.0033				
105.033	0.0036				
105.050	0.0040				
105.067	0.0042				
105.083	0.0045				
105.100	0.0044				
105.117	0.0038				
105.133	0.0034				
105.150	0.0033				
105.167	0.0037				
105.183	0.0040				
105.200	0.0044				
105.217	0.0047				
105.233	0.0047				
105.250	0.0043				
105.267	0.0037				
105.283	0.0033				
105.300	0.0036				
105.317	0.0040				
105.333	0.0042				
105.350	0.0042				
105.367	0.0043				
105.383	0.0043				
105.400	0.0039				
105.417	0.0034				
105.433	0.0035				
105.450	0.0038				
105.467	0.0041				
105.483	0.0041				
105.500	0.0042				
105.517	0.0044				
105.533	0.0044				
105.550	0.0040				
105.567	0.0038				
105.583	0.0038				
105.600	0.0038				
105.617	0.0039				
105.633	0.0042				
105.650	0.0043				
105.667	0.0044				
105.683	0.0042				
105.700	0.0039				
105.717	0.0036				
105.733	0.0038				
105.750	0.0041				
105.767	0.0041				
105.783	0.0041				
105.800	0.0043				
105.817	0.0045				
105.833	0.0041				
105.850	0.0040				
105.867	0.0039				
105.883	0.0040				
105.900	0.0041				
105.917	0.0042				
105.933	0.0044				
105.950	0.0046				
105.967	0.0045				
105.983	0.0042				
106.000	0.0040				
106.017	0.0041				
106.033	0.0042				
106.050	0.0044				
106.067	0.0045				
106.083	0.0047				
106.100	0.0045				
106.117	0.0043				
106.133	0.0042				
106.150	0.0042				
106.167	0.0041				
106.183	0.0040				
106.200	0.0043				
106.217	0.0046				
106.233	0.0045				
106.250	0.0042				
106.267	0.0041				
106.283	0.0041				
106.300	0.0042				
106.317	0.0042				
106.333	0.0043				
106.350	0.0043				
106.367	0.0044				
106.383	0.0043				
106.400	0.0041				
106.417	0.0041				
106.433	0.0043				
106.450	0.0045				
106.467	0.0048				
106.483	0.0047				
106.500	0.0045				
106.517	0.0043				
106.533	0.0042				
106.550	0.0042				
106.567	0.0042				
106.583	0.0043				
106.600	0.0044				
106.617	0.0045				
106.633	0.0044				
106.650	0.0043				
106.667	0.0042				
106.683	0.0042				
106.700	0.0043				
106.717	0.0044				
106.733	0.0045				
106.750	0.0044				
106.767	0.0044				
106.783	0.0045				
106.800	0.0045				
106.817	0.0044				
106.833	0.0045				
106.850	0.0044				
106.867	0.0044				
106.883	0.0043				
106.900	0.0045				
106.917	0.0045				
106.933	0.0044				
106.950	0.0043				
106.967	0.0042				
106.983	0.0043				
107.000	0.0044				
107.017	0.0046				
107.033	0.0045				
107.050	0.0044				
107.067	0.0043				
107.083	0.0043				
107.100	0.0042				
107.117	0.0042				
107.133	0.0042				
107.150	0.0043				
107.167	0.0043				
107.183	0.0043				
107.200	0.0043				
107.217	0.0042				
107.233	0.0043				
107.250	0.0043				
107.267	0.0045				
107.283	0.0047				
107.300	0.0045				
107.317	0.0045				
107.333	0.0044				
107.350	0.0044				
107.367	0.0043				
107.383	0.0044				
107.400	0.0043				
107.417	0.0043				
107.433	0.0045				
107.450	0.0046				
107.467	0.0045				
107.483	0.0045				
107.500	0.0045				
107.517	0.0044				
107.533	0.0044				
107.550	0.0043				
107.567	0.0043				
107.583	0.0044				
107.600	0.0043				
107.617	0.0044				
107.633	0.0043				
107.650	0.0044				
107.667	0.0045				
107.683	0.0045				
107.700	0.0043				
107.717	0.0042				
107.733	0.0043				
107.750	0.0044				
107.767	0.0043				
107.783	0.0044				
107.800	0.0044				
107.817	0.0045				
107.833	0.0044				
107.850	0.0043				
107.867	0.0042				
107.883	0.0042				
107.900	0.0042				
107.917	0.0043				
107.933	0.0043				
107.950	0.0044				
107.967	0.0044				
107.983	0.0044				
108.000	0.0043				
108.017	0.0044				
108.033	0.0045				
108.050	0.0044				
108.067	0.0043				
108.083	0.0043				
108.100	0.0043				
108.117	0.0043				
108.133	0.0044				
108.150	0.0045				
108.167	0.0045				
108.183	0.0045				
108.200	0.0044				
108.217	0.0043				
108.233	0.0043				
108.250	0.0044				
108.267	0.0043				
108.283	0.0044				
108.300	0.0044				
108.317	0.0044				
108.333	0.0043				
108.350	0.0043				
108.367	0.0044				
108.383	0.0045				
108.400	0.0044				
108.417	0.0045				
108.433	0.0045				
108.450	0.0045				
108.467	0.0044				
108.483	0.0044				
108.500	0.0044				
108.517	0.0044				
108.533	0.0044				
108.550	0.0043				
108.567	0.0044				
108.583	0.0045				
108.600	0.0045				
108.617	0.0045				
108.633	0.0044				
108.650	0.0044				
108.667	0.0045				
108.683	0.0044				
108.700	0.0044				
108.717	0.0045				
108.733	0.0045				
108.750	0.0044				
108.767	0.0044				
108.783	0.0045				
108.800	0.0045				
108.817	0.0045				
108.833	0.0045				
108.850	0.0045				
108.867	0.0045				
108.883	0.0045				
108.900	0.0044				
108.917	0.0044				
108.933	0.0044				
108.950	0.0045				
108.967	0.0045				
108.983	0.0045				
109.000	0.0045				
109.017	0.0045				
109.033	0.0046				
109.050	0.0046				
109.067	0.0046				
109.083	0.0047				
109.100	0.0047				
109.117	0.0047				
109.133	0.0047				
109.150	0.0047				
109.167	0.0045				
109.183	0.0045				
109.200	0.0045				
109.217	0.0044				
109.233	0.0044				
109.250	0.0043				
109.267	0.0043				
109.283	0.0043				
109.300	0.0045				
109.317	0.0045				
109.333	0.0044				
109.350	0.0043				
109.367	0.0044				
109.383	0.0045				
109.400	0.0046				
109.417	0.0045				
109.433	0.0045				
109.450	0.0046				
109.467	0.0046				
109.483	0.0046				
109.500	0.0045				
109.517	0.0046				
109.533	0.0047				
109.550	0.0046				
109.567	0.0045				
109.583	0.0046				
109.600	0.0047				
109.617	0.0047				
109.633	0.0046				
109.650	0.0046				
109.667	0.0046				
109.683	0.0046				
109.700	0.0046				
109.717	0.0047				
109.733	0.0046				
109.750	0.0045				
109.767	0.0045				
109.783	0.0046				
109.800	0.0046				
109.817	0.0047				
109.833	0.0047				
109.850	0.0047				
109.867	0.0048				
109.883	0.0047				
109.900	0.0045				
109.917	0.0044				
109.933	0.0045				
109.950	0.0045				
109.967	0.0046				
109.983	0.0047				
110.000	0.0047				
110.017	0.0047				
110.033	0.0046				
110.050	0.0047				
110.067	0.0047				
110.083	0.0047				
110.100	0.0048				
110.117	0.0048				
110.133	0.0047				
110.150	0.0046				
110.167	0.0047				
110.183	0.0047				
110.200	0.0047				
110.217	0.0046				
110.233	0.0047				
110.250	0.0048				
110.267	0.0048				
110.283	0.0047				
110.300	0.0047				
110.317	0.0048				
110.333	0.0046				
110.350	0.0046				
110.367	0.0046				
110.383	0.0047				
110.400	0.0046				
110.417	0.0046				
110.433	0.0046				
110.450	0.0047				
110.467	0.0047				
110.483	0.0047				
110.500	0.0047				
110.517	0.0046				
110.533	0.0046				
110.550	0.0046				
110.567	0.0047				
110.583	0.0046				
110.600	0.0046				
110.617	0.0048				
110.633	0.0049				
110.650	0.0048				
110.667	0.0046				
110.683	0.0048				
110.700	0.0049				
110.717	0.0048				
110.733	0.0048				
110.750	0.0048				
110.767	0.0048				
110.783	0.0048				
110.800	0.0047				
110.817	0.0047				
110.833	0.0049				
110.850	0.0048				
110.867	0.0047				
110.883	0.0046				
110.900	0.0046				
110.917	0.0047				
110.933	0.0048				
110.950	0.0048				
110.967	0.0047				
110.983	0.0048				
111.000	0.0049				
111.017	0.0049				
111.033	0.0048				
111.050	0.0047				
111.067	0.0048				
111.083	0.0048				
111.100	0.0049				
111.117	0.0048				
111.133	0.0048				
111.150	0.0048				
111.167	0.0048				
111.183	0.0048				
111.200	0.0047				
111.217	0.0047				
111.233	0.0047				
111.250	0.0048				
111.267	0.0047				
111.283	0.0047				
111.300	0.0047				
111.317	0.0047				
111.333	0.0047				
111.350	0.0048				
111.367	0.0049				
111.383	0.0051				
111.400	0.0051				
111.417	0.0051				
111.433	0.0049				
111.450	0.0047				
111.467	0.0049				
111.483	0.0050				
111.500	0.0049				
111.517	0.0048				
111.533	0.0049				
111.550	0.0048				
111.567	0.0049				
111.583	0.0051				
111.600	0.0049				
111.617	0.0048				
111.633	0.0048				
111.650	0.0048				
111.667	0.0047				
111.683	0.0048				
111.700	0.0048				
111.717	0.0048				
111.733	0.0049				
111.750	0.0049				
111.767	0.0049				
111.783	0.0048				
111.800	0.0047				
111.817	0.0046				
111.833	0.0047				
111.850	0.0048				
111.867	0.0048				
111.883	0.0049				
111.900	0.0048				
111.917	0.0050				
111.933	0.0050				
111.950	0.0049				
111.967	0.0048				
111.983	0.0049				
112.000	0.0049				
112.017	0.0049				
112.033	0.0050				
112.050	0.0051				
112.067	0.0050				
112.083	0.0049				
112.100	0.0049				
112.117	0.0050				
112.133	0.0050				
112.150	0.0050				
112.167	0.0050				
112.183	0.0049				
112.200	0.0049				
112.217	0.0049				
112.233	0.0049				
112.250	0.0049				
112.267	0.0050				
112.283	0.0049				
112.300	0.0049				
112.317	0.0050				
112.333	0.0050				
112.350	0.0049				
112.367	0.0050				
112.383	0.0049				
112.400	0.0049				
112.417	0.0048				
112.433	0.0049				
112.450	0.0051				
112.467	0.0049				
112.483	0.0049				
112.500	0.0048				
112.517	0.0049				
112.533	0.0049				
112.550	0.0049				
112.567	0.0050				
112.583	0.0049				
112.600	0.0050				
112.617	0.0050				
112.633	0.0049				
112.650	0.0049				
112.667	0.0050				
112.683	0.0051				
112.700	0.0050				
112.717	0.0051				
112.733	0.0051				
112.750	0.0049				
112.767	0.0049				
112.783	0.0049				
112.800	0.0048				
112.817	0.0049				
112.833	0.0051				
112.850	0.0050				
112.867	0.0050				
112.883	0.0050				
112.900	0.0052				
112.917	0.0051				
112.933	0.0049				
112.950	0.0049				
112.967	0.0049				
112.983	0.0050				
113.000	0.0051				
113.017	0.0051				
113.033	0.0050				
113.050	0.0050				
113.067	0.0050				
113.083	0.0050				
113.100	0.0051				
113.117	0.0052				
113.133	0.0052				
113.150	0.0051				
113.167	0.0051				
113.183	0.0051				
113.200	0.0051				
113.217	0.0050				
113.233	0.0051				
113.250	0.0053				
113.267	0.0053				
113.283	0.0051				
113.300	0.0049				
113.317	0.0048				
113.333	0.0050				
113.350	0.0050				
113.367	0.0051				
113.383	0.0051				
113.400	0.0052				
113.417	0.0051				
113.433	0.0052				
113.450	0.0052				
113.467	0.0051				
113.483	0.0050				
113.500	0.0050				
113.517	0.0051				
113.533	0.0051				
113.550	0.0050				
113.567	0.0051				
113.583	0.0051				
113.600	0.0051				
113.617	0.0051				
113.633	0.0052				
113.650	0.0052				
113.667	0.0051				
113.683	0.0050				
113.700	0.0050				
113.717	0.0050				
113.733	0.0050				
113.750	0.0051				
113.767	0.0050				
113.783	0.0051				
113.800	0.0051				
113.817	0.0050				
113.833	0.0051				
113.850	0.0052				
113.867	0.0052				
113.883	0.0053				
113.900	0.0052				
113.917	0.0052				
113.933	0.0053				
113.950	0.0052				
113.967	0.0052				
113.983	0.0052				
114.000	0.0053				
114.017	0.0052				
114.033	0.0051				
114.050	0.0050				
114.067	0.0050				
114.083	0.0050				
114.100	0.0051				
114.117	0.0052				
114.133	0.0051				
114.150	0.0050				
114.167	0.0051				
114.183	0.0052				
114.200	0.0053				
114.217	0.0052				
114.233	0.0053				
114.250	0.0052				
114.267	0.0051				
114.283	0.0051				
114.300	0.0051				
114.317	0.0052				
114.333	0.0052				
114.350	0.0053				
114.367	0.0053				
114.383	0.0052				
114.400	0.0052				
114.417	0.0052				
114.433	0.0053				
114.450	0.0052				
114.467	0.0052				
114.483	0.0052				
114.500	0.0052				
114.517	0.0052				
114.533	0.0052				
114.550	0.0052				
114.567	0.0052				
114.583	0.0051				
114.600	0.0051				
114.617	0.0051				
114.633	0.0051				
114.650	0.0052				
114.667	0.0053				
114.683	0.0053				
114.700	0.0054				
114.717	0.0053				
114.733	0.0051				
114.750	0.0051				
114.767	0.0053				
114.783	0.0052				
114.800	0.0052				
114.817	0.0051				
114.833	0.0051				
114.850	0.0051				
114.867	0.0050				
114.883	0.0051				
114.900	0.0052				
114.917	0.0052				
114.933	0.0050				
114.950	0.0051				
114.967	0.0051				
114.983	0.0051				
115.000	0.0049				
115.017	0.0050				
115.033	0.0051				
115.050	0.0052				
115.067	0.0052				
115.083	0.0052				
115.100	0.0051				
115.117	0.0051				
115.133	0.0052				
115.150	0.0052				
115.167	0.0052				
115.183	0.0051				
115.200	0.0052				
115.217	0.0051				
115.233	0.0052				
115.250	0.0053				
115.267	0.0053				
115.283	0.0052				
115.300	0.0052				
115.317	0.0052				
115.333	0.0052				
115.350	0.0053				
115.367	0.0052				
115.383	0.0052				
115.400	0.0053				
115.417	0.0052				
115.433	0.0052				
115.450	0.0053				
115.467	0.0054				
115.483	0.0053				
115.500	0.0053				
115.517	0.0054				
115.533	0.0053				
115.550	0.0052				
115.567	0.0052				
115.583	0.0053				
115.600	0.0054				
115.617	0.0054				
115.633	0.0054				
115.650	0.0054				
115.667	0.0051				
115.683	0.0051				
115.700	0.0052				
115.717	0.0052				
115.733	0.0054				
115.750	0.0054				
115.767	0.0053				
115.783	0.0053				
115.800	0.0054				
115.817	0.0055				
115.833	0.0053				
115.850	0.0054				
115.867	0.0053				
115.883	0.0053				
115.900	0.0053				
115.917	0.0053				
115.933	0.0053				
115.950	0.0054				
115.967	0.0053				
115.983	0.0053				
116.000	0.0054				
116.017	0.0052				
116.033	0.0052				
116.050	0.0052				
116.067	0.0052				
116.083	0.0052				
116.100	0.0052				
116.117	0.0053				
116.133	0.0053				
116.150	0.0054				
116.167	0.0055				
116.183	0.0055				
116.200	0.0053				
116.217	0.0053				
116.233	0.0053				
116.250	0.0053				
116.267	0.0053				
116.283	0.0055				
116.300	0.0054				
116.317	0.0054				
116.333	0.0054				
116.350	0.0054				
116.367	0.0054				
116.383	0.0053				
116.400	0.0053				
116.417	0.0052				
116.433	0.0053				
116.450	0.0054				
116.467	0.0053				
116.483	0.0053				
116.500	0.0054				
116.517	0.0053				
116.533	0.0054				
116.550	0.0055				
116.567	0.0055				
116.583	0.0055				
116.600	0.0054				
116.617	0.0054				
116.633	0.0054				
116.650	0.0054				
116.667	0.0053				
116.683	0.0052				
116.700	0.0052				
116.717	0.0054				
116.733	0.0054				
116.750	0.0054				
116.767	0.0053				
116.783	0.0054				
116.800	0.0054				
116.817	0.0054				
116.833	0.0054				
116.850	0.0054				
116.867	0.0054				
116.883	0.0054				
116.900	0.0054				
116.917	0.0053				
116.933	0.0053				
116.950	0.0054				
116.967	0.0055				
116.983	0.0055				
117.000	0.0054				
117.017	0.0053				
117.033	0.0053				
117.050	0.0054				
117.067	0.0054				
117.083	0.0054				
117.100	0.0054				
117.117	0.0053				
117.133	0.0054				
117.150	0.0054				
117.167	0.0054				
117.183	0.0054				
117.200	0.0055				
117.217	0.0055				
117.233	0.0055				
117.250	0.0054				
117.267	0.0054				
117.283	0.0054				
117.300	0.0054				
117.317	0.0054				
117.333	0.0054				
117.350	0.0055				
117.367	0.0055				
117.383	0.0055				
117.400	0.0055				
117.417	0.0054				
117.433	0.0054				
117.450	0.0054				
117.467	0.0054				
117.483	0.0054				
117.500	0.0055				
117.517	0.0055				
117.533	0.0054				
117.550	0.0054				
117.567	0.0054				
117.583	0.0054				
117.600	0.0054				
117.617	0.0054				
117.633	0.0054				
117.650	0.0054				
117.667	0.0055				
117.683	0.0055				
117.700	0.0054				
117.717	0.0055				
117.733	0.0055				
117.750	0.0055				
117.767	0.0054				
117.783	0.0054				
117.800	0.0054				
117.817	0.0055				
117.833	0.0055				
117.850	0.0055				
117.867	0.0054				
117.883	0.0054				
117.900	0.0054				
117.917	0.0055				
117.933	0.0056				
117.950	0.0054				
117.967	0.0053				
117.983	0.0054				
118.000	0.0055				
118.017	0.0056				
118.033	0.0056				
118.050	0.0055				
118.067	0.0055				
118.083	0.0055				
118.100	0.0055				
118.117	0.0055				
118.133	0.0055				
118.150	0.0054				
118.167	0.0055				
118.183	0.0055				
118.200	0.0055				
118.217	0.0054				
118.233	0.0054				
118.250	0.0054				
118.267	0.0054				
118.283	0.0054				
118.300	0.0054				
118.317	0.0055				
118.333	0.0055				
118.350	0.0054				
118.367	0.0054				
118.383	0.0054				
118.400	0.0054				
118.417	0.0055				
118.433	0.0055				
118.450	0.0055				
118.467	0.0055				
118.483	0.0055				
118.500	0.0055				
118.517	0.0056				
118.533	0.0056				
118.550	0.0056				
118.567	0.0056				
118.583	0.0056				
118.600	0.0054				
118.617	0.0055				
118.633	0.0056				
118.650	0.0055				
118.667	0.0055				
118.683	0.0056				
118.700	0.0056				
118.717	0.0055				
118.733	0.0054				
118.750	0.0054				
118.767	0.0055				
118.783	0.0056				
118.800	0.0055				
118.817	0.0055				
118.833	0.0055				
118.850	0.0056				
118.867	0.0057				
118.883	0.0057				
118.900	0.0056				
118.917	0.0056				
118.933	0.0056				
118.950	0.0056				
118.967	0.0057				
118.983	0.0057				
119.000	0.0056				
119.017	0.0054				
119.033	0.0054				
119.050	0.0054				
119.067	0.0054				
119.083	0.0055				
119.100	0.0055				
119.117	0.0056				
119.133	0.0056				
119.150	0.0056				
119.167	0.0056				
119.183	0.0056				
119.200	0.0055				
119.217	0.0055				
119.233	0.0055				
119.250	0.0055				
119.267	0.0055				
119.283	0.0055				
119.300	0.0055				
119.317	0.0056				
119.333	0.0055				
119.350	0.0055				
119.367	0.0055				
119.383	0.0054				
119.400	0.0053				
119.417	0.0054				
119.433	0.0054				
119.450	0.0055				
119.467	0.0055				
119.483	0.0055				
119.500	0.0056				
119.517	0.0057				
119.533	0.0057				
119.550	0.0055				
119.567	0.0053				
119.583	0.0054				
119.600	0.0053				
119.617	0.0053				
119.633	0.0054				
119.650	0.0055				
119.667	0.0056				
119.683	0.0056				
119.700	0.0056				
119.717	0.0054				
119.733	0.0055				
119.750	0.0055				
119.767	0.0055				
119.783	0.0056				
119.800	0.0057				
119.817	0.0055				
119.833	0.0054				
119.850	0.0055				
119.867	0.0055				
119.883	0.0055				
119.900	0.0056				
119.917	0.0056				
119.933	0.0056				
119.950	0.0057				
119.967	0.0057				
119.983	0.0057				
120.000	0.0056				
120.017	0.0055				
120.033	0.0055				
120.050	0.0055				
120.067	0.0055				
120.083	0.0056				
120.100	0.0056				
120.117	0.0055				
120.133	0.0056				
120.150	0.0058				
120.167	0.0057				
120.183	0.0055				
120.200	0.0055				
120.217	0.0056				
120.233	0.0056				
120.250	0.0056				
120.267	0.0055				
120.283	0.0056				
120.300	0.0055				
120.317	0.0055				
120.333	0.0055				
120.350	0.0055				
120.367	0.0055				
120.383	0.0056				
120.400	0.0056				
120.417	0.0056				
120.433	0.0057				
120.450	0.0057				
120.467	0.0057				
120.483	0.0056				
120.500	0.0056				
120.517	0.0056				
120.533	0.0057				
120.550	0.0057				
120.567	0.0056				
120.583	0.0055				
120.600	0.0054				
120.617	0.0056				
120.633	0.0056				
120.650	0.0056				
120.667	0.0057				
120.683	0.0057				
120.700	0.0056				
120.717	0.0057				
120.733	0.0057				
120.750	0.0056				
120.767	0.0056				
120.783	0.0055				
120.800	0.0055				
120.817	0.0055				
120.833	0.0057				
120.850	0.0056				
120.867	0.0056				
120.883	0.0057				
120.900	0.0057				
120.917	0.0056				
120.933	0.0057				
120.950	0.0057				
120.967	0.0056				
120.983	0.0056				
121.000	0.0056				
121.017	0.0056				
121.033	0.0056				
121.050	0.0056				
121.067	0.0056				
121.083	0.0057				
121.100	0.0056				
121.117	0.0057				
121.133	0.0056				
121.150	0.0056				
121.167	0.0056				
121.183	0.0057				
121.200	0.0057				
121.217	0.0057				
121.233	0.0056				
121.250	0.0055				
121.267	0.0056				
121.283	0.0056				
121.300	0.0056				
121.317	0.0057				
121.333	0.0057				
121.350	0.0057				
121.367	0.0056				
121.383	0.0057				
121.400	0.0057				
121.417	0.0057				
121.433	0.0057				
121.450	0.0057				
121.467	0.0056				
121.483	0.0056				
121.500	0.0055				
121.517	0.0055				
121.533	0.0056				
121.550	0.0056				
121.567	0.0056				
121.583	0.0056				
121.600	0.0057				
121.617	0.0057				
121.633	0.0056				
121.650	0.0056				
121.667	0.0058				
121.683	0.0058				
121.700	0.0057				
121.717	0.0056				
121.733	0.0056				
121.750	0.0056				
121.767	0.0056				
121.783	0.0056				
121.800	0.0056				
121.817	0.0057				
121.833	0.0058				
121.850	0.0057				
121.867	0.0056				
121.883	0.0056				
121.900	0.0057				
121.917	0.0056				
121.933	0.0057				
121.950	0.0056				
121.967	0.0056				
121.983	0.0057				
122.000	0.0055				
122.017	0.0055				
122.033	0.0056				
122.050	0.0057				
122.067	0.0058				
122.083	0.0056				
122.100	0.0055				
122.117	0.0055				
122.133	0.0057				
122.150	0.0059				
122.167	0.0059				
122.183	0.0057				
122.200	0.0056				
122.217	0.0057				
122.233	0.0055				
122.250	0.0056				
122.267	0.0057				
122.283	0.0057				
122.300	0.0056				
122.317	0.0056				
122.333	0.0056				
122.350	0.0058				
122.367	0.0059				
122.383	0.0058				
122.400	0.0057				
122.417	0.0057				
122.433	0.0056				
122.450	0.0058				
122.467	0.0058				
